,"NYC Borough, Block and Lot (BBL)",Address 1,City,Postcode
13492,4076720002,225-25 69 AVE,Oakland Gardens,11364
13493,4076720002,67-01 224 STREET,Oakland Gardens,11364
13494,4076720002,67-02 CLOVERDALE BLVD,Oakland Gardens,11364
13495,4076720002,67-05 224 STREET,Oakland Gardens,11364
13496,4076720002,68-01 224TH ST.,Oakland Gardens,11364
13497,4076720002,68-40 CLOVERDALE Boulevard,Oakland Gardens,11364
13498,4008940030,20-53 18th Street,Queens,11105
13499,5000130060,224 Richmond Terr,Staten Island,10301
13500,3019057502,490 Myrtle Avenue,Brooklyn,11205
13501,1-00828-0001,776 Sixth Avenue,New York,10001
13502,3013740070,1539 STERLING PLACE,Brooklyn,11213
13503,2-03623-0001,875 Boynton Ave,Bronx,10473
13504,1007440043,300 West 21st Street,New York,10011
13505,1007460038,301 West 22nd Street,New York,10011
13506,1014980061,12 East 87th Street,New York,10128
13507,2-04347-0007,2324-2334-2344 Boston Road,Bronx,10467
13508,1-01576-0005,505 East 79th Street,New York,10075
13509,1-01500-0065,4 East 89th Street,New York,10128
13510,1-00721-0007,435 West 23rd Street,New York,10011
13511,1-00079-7503,71 & 73 Nassau Street,New York,10038
13512,1-01120-0023,1 West 67th Street,New York,10023
13513,1-01405-0051,142 East 71 Street,New York,10021
13514,1-01525-0001,201 East 79 Street,New York,10075
13515,1-01387-0021,31 East 72 Street,New York,10021
13516,1-01246-0029,505 West End Avenue,New York,10024
13517,4-09718-0002,84-01 Main Street,Queens,11435
13518,1-01183-0046,330 West 72nd Street,New York,10023
13519,1-01408-0040,174 East 74th Street,New York,10021
13520,1-01163-0001,246 West End Avenue,New York,10023
13521,1-00865-0007,7 East 35th Street,New York,10016
13522,1-00561-0014,40 East 10th Street,New York,10003
13523,4-10824-0011,92-06 196th Street,Queens,11423
13524,4-09818-0049,166-05 88th Ave,Queens,11432
13525,1008650053,213 Madison Avenue,Manhattan,10016
13526,4-10820-0068,91-60 193 Street,Hollis,11423
13527,4-09817-0030,166-33 89 Avenue,Jamaica,11432
13528,4051360050,42-95 Main Street,Queens,11355
13529,4053740038,144-80 Sanford Avenue,Queens,11355
13530,4051377503,42-31 Colden St,Queens,11355
13531,4-09827-0018,87-87 171 Street,Jamaica,11432
13532,4-10820-0083,191-11 Woodhull Ave,Queens,11423
13533,3054620032,1958 50th Street,Brooklyn,11204
13534,3056140019,1042 45th Street,Brooklyn,11219
13535,2027970025,1790 Weeks Ave,Bronx,10457
13536,2031680011,2600 Creston Ave,Bronx,10468
13537,2031490118,253 E 181st Street,Bronx,10457
13538,2026740027,594 Union Ave,Bronx,10455
13539,4-09838-0062,87-50 167 Street,Jamaica,11432
13540,1-00498-7502,543 Broadway,new york,10012
13541,1-00839-0063,"28 West 38th Street,",New York,10018
13542,1-00825-0071,40 West 24th Street,New York,10010
13543,1-00597-7502,104 Charlton St,New York,10014
13544,1-00801-0030,107 W 25th St,New York,10001
13545,1-00798-0017,147 W 22nd St,New York,10011
13546,1-00879-7503,148 E 24th St,New York,10010
13547,1-00530-7502,27 Great Jones St,New York,10012
13548,1-00821-0062,32 W 20th St,New York,10011
13549,1-00817-0057,4 W 16th St,New York,10011
13550,1-00309-7501,50 Orchard St,New York,10002
13551,1-00147-7508,52 Thomas St,New York,10013
13552,1-00595-0011,530 Canal St,New York,10013
13553,1-01250-0091,601 West End Ave,New York,10024
13554,1-00529-0005,652 Broadway,New York,10012
13555,2026820001,1200 Union Ave.,Bronx,10456
13556,3-00253-0061,9 Grace Ct Alley,Brooklyn,11201
13557,4-09819-0003,88-15 168 Street,Jamaica,11432
13558,4-03084-0039,64-85 Saunders St,Queens,11374
13559,4-00156-0005,41-15 45 St,Sunnyside,11104
13560,3-06122-0038,9602 4 Ave,Brooklyn,11209
13561,4-00186-0001,41-43 39 Place,Sunnyside,11104
13562,3-07566-0011,1375 Ocean Ave,Brooklyn,11230
13563,4-03292-0028,110-21 73 Rd,Queens,11375
13564,3-07559-0023,745 E 31 St,Brooklyn,11210
13565,3-06299-0032,8100 Bay Parkway,Brooklyn,11214
13566,3-05399-0021,540 Ocean Parkway,Brooklyn,11218
13567,4-03079-0100,62-98 Saunders Street,Queens,11374
13568,4-09712-0169,142-20 84 Drive,Queens,11435
13569,4-03329-0004,118-14 83rd Ave,Queens,11415
13570,4-03341-0024,114-06 Queens Blvd,Queens,11375
13571,3-06379-0050,30 Bay 29th Street,Brooklyn,11214
13572,3-06415-0022,8721 Bay Parkway,Brooklyn,11214
13573,3-05375-0058,399 Ocean Pkwy,Brooklyn,11218
13574,3-06330-0038,8320 Bay Pkwy,Brooklyn,11214
13575,3-01960-0022,420 Clinton Ave,Brooklyn,11238
13576,4-01756-0005,34-12 113th Street,Queens,11368
13577,3023050018,500 DRIGGS AVENUE,BROOKLYN,11211
13578,2-03343-0100,245 E 207th St,Bronx,10467
13579,1-02166-0044,600 W 186th St,New York,10033
13580,4-09693-0011,88-09 148 Street,Jamaica,11435
13581,4-09678-0042,90-10 149 Street,Jamaica,11435
13582,4-09755-0006,89-11 153 Street,Jamaica,11432
13583,4-09817-0006,88-05 Merrick Boulevard,Jamaica,11432
13584,4-09814-0116,87-84 165 Street,Jamaica,11432
13585,4-09693-0029,148-48 88 Avenue,Jamaica,11435
13586,3074400041,2970 Ocean Avenue,Brooklyn,11235
13587,4-09762-0028,88-06 Parsons Boulevard,Jamaica,11432
13588,1-01234-7503,225 West 86th Street,New York,10024
13589,2-03297-0043,250 Bedford Park Blvd,BRONX,10458
13590,1021370157,128 Fort Washington Avenue,New York,10032
13591,1022460135,1781 Riverside Drive,New York,10034
13592,1021800486,179 Bennett Avenue,New York,10040
13593,1021800522,225 Bennett Avenue,New York,10040
13594,1021770105,812 West 181st Street,New York,10033
13595,1021790093,815 West 181st Street,New York,10033
13596,3011810018,263 Eastern Parkway,Brooklyn,11238
13597,3048530093,275 Linden Boulevard,Brooklyn,11226
13598,1015470032,344 East 85th St,New York,10028
13599,1015430038,334 East 81st St,New York,10028
13600,1004110058,149 Essex St,New York,10002
13601,1003530069,99 Suffolk St,New York,10002
13602,1-00882-7502,90-98 Lexington Ave,New York,10016
13603,,530 Midwood Street,Brooklyn,11225
13604,1020427502,2611 Frederick Douglass Blvd.,New York,10030
13605,3013090056,436 new york ave,Brooklyn,11225
13606,3060170038,8300 4 AVE,Brooklyn,11209
13607,3067460020,1350 EAST 18 STREET,Brooklyn,11230
13608,3050830090,35 LINDEN BLVD,Brooklyn,11226
13609,3070910055,909 AV T,Brooklyn,11223
13610,3067010054,860 E 18 ST,Brooklyn,11230
13611,3066060021,357 AV P,Brooklyn,11204
13612,3073240036,2530 OCEAN AVE,Brooklyn,11229
13613,2057050036,225-227 Naples Avenue,Bronx,10463
13614,3054960004,5701 15th Ave,Brooklyn,11219
13615,1021430021,609 W. 173rd Street,New York,10032
13616,3022617501,755 Kent Ave,Brooklyn,11249
13617,3067810050,1673 E 18 St,Brooklyn,11229
13618,2029750037,1211 Southern Boulevard,Bronx,10459
13619,2032160048,2015 University Avenue,Bronx,10453
13620,2033280097,50 East 212th Street,Bronx,10467
13621,1021310044,500 West 175th Street,New York,10033
13622,3022637508,505 Flushing Ave,Brooklyn,11205
13623,3022637507,210 Wallabout Street,Brooklyn,11205
13624,3019277501,222 Skillman Ave,Brooklyn,11205
13625,4097140152,141-60 84th Road,Jamaica,11435
13626,3075790029,3310 - 3510 Avenue H,Brooklyn,11210
13627,4012710014,35-24 72nd Street,Jackson Heights,11372
13628,4099540049,87-46 Chelsea Street,Jamaica,11432
13629,1021430056,1281 Saint Nicholas Avenue,New York,10033
13630,1011990029,1 West 85th Street,New York,10024
13631,3012210001,769 St. Marks Avenue,Brooklyn,11213
13632,3046500052,9502 Kings Highway,Brooklyn,11212
13633,3036060010,290 Riverdale Avenue,Brooklyn,11212
13634,3-06100-0028,28 Marine Avenue,Brooklyn,11209
13635,1012130009,139 West 82nd Street,New York,10024
13636,1007380015,335 West 14th Street,New York,10014
13637,1005450046,416 Lafayette Street,New York,10003
13638,4-09678-0037,148-14 90th Ave,Queens,11435
13639,4-09674-0007,89-15 144 Street,Queens,11435
13640,4-09960-0005,187-35 Hillside Avenue,Jamaica,11432
13641,1-00919-0059,200 East 39th Street,New York,10016
13642,1-00577-0010,60 West 14th Street,New York,10011
13643,2044390076,2572 Wallace Ave,Bronx,10467
13644,4-09686-0010,88-15 144th Street,Queens,11435
13645,1-00831-7501,24 West 30th Street,Manhattan,10001
13646,4-09693-0001,88-25 148 Street,Jamaica,11435
13647,5-02894-0001,231 Steuben Street,Staten Island,10304
13648,3-07011-0011,2828 West 28th Street,Brooklyn,11224
13649,5-02893-0001,195 Steuben Street,Staten Island,10304
13650,5-03125-0116,18-20 Father Capodano Blvd,Staten Island,10305
13651,3-04471-0109,456/472 Ruby Street,Brooklyn,11208
13652,3-07011-0011,2828 West 28th Street,Brooklyn,11224
13653,2044390076,2572 Wallace Ave,Bronx,10467
13654,3053900084,429 OCEAN PARKWAY,Brooklyn,11218
13655,2-03336-0011,3280 Rochambeau ave,Bronx,10467
13656,1-02215-0586,130 West 228 Street,New York,10463
13657,3022447501,173 Wallabout Street,Brooklyn,11206
13658,3018990038,72-80 Skillman Street,Brooklyn,11205
13659,3021377502,102 South 8th Street,Brooklyn,11249
13660,3022647516,446 Marcy Ave,Brooklyn,11206
13661,1-01770-0159,114 East 122nd Street,New York,10035
13662,4-09686-0015,144-06 88 Ave,Queens,11435
13663,2-04077-0034,1560 Silver Street,Bronx,10461
13664,3-01277-0007,315 New York Ave,New York,11213
13665,1-01578-0001,1540 York Avenue,New York,10028
13666,2033540005,3200 Decatur Ave,Bronx,10467
13667,2033000039,2722 Valentine Ave,Bronx,10458
13668,1021440008,624 W. 176th Street,New York,10033
13669,,8629 Bay Parkway,Brooklyn,11214
13670,1019700002,1425 Amsterdam Avenue,New York,10027
13671,5028710001,141 Park Hill Avenue,Staten Island,10304
13672,3-03589-0038,730 ROCKAWAY AVE,Brooklyn,11212
13673,3-03497-0065,445 HOPKINSON AVE,Brooklyn,11212
13674,3-03497-0051,54 BRISTOL ST,Brooklyn,11212
13675,5000050115,80 Bay Street,Staten Island,10301
13676,1014170045,200 East 63rd Street,NY,10065
13677,4013010010,40-33 69th St.,Woodside,11377
13678,3030310018,391 Lorimer Street,Brooklyn,11206
13679,3051360008,2520 Tilden Avenue,Brooklyn,11226
13680,1010790029,747 10th Avenue,New York,10019
13681,3050970104,130 E. 18th Street,Brooklyn,11226
13682,2031240001,2105 - 2115 Honeywell Avenue,Bronx,10460
13683,2057500500,2995 Independence Avenue,Bronx,10463
13684,1013737505,551 -555 - 575 Main Street,New York,10044
13685,1-01141-0037,114 W. 70th Street,New York,10023
13686,1-01011-7504,135 W. 58th Street,New York,10019
13687,2-02865-0134,1600 Macombs Rd,Bronx,10452
13688,2-02717-0063,1015 Fox Street,Bronx,10459
13689,2-03744-0075,1168-1172 Stratford Avenue,Bronx,10472
13690,3-01475-0004,599 Ralph Avenue,Brooklyn,11233
13691,3-03875-0054,"373 Dewitt Avenue, Brooklyn, NY 11207",Brooklyn,11207
13692,3-01766-0047,614 MARCY AVE,BROOKLYN,11206
13693,3-01542-0037,86 Mother Gaston Blvd,Brooklyn,11214
13694,1-01687-0014,325 East 115th Street,New York,10029
13695,4051867501,43-55 Kissena Boulevard,Flushing,11355
13696,1021790080,867 West 181st Street,New York,10033
13697,1-01585-0001,1680 York Ave,New York,10128
13698,3031317501,810 Flushing Avenue,Brooklyn,11206
13699,2-02453-0055,1280 Sheridan Avenue,Bronx,10456
13700,2026070049,1100 Frankin Avenue,Bronx,10456
13701,2052280012,3310 Palmer Avenue,Bronx,10475
13702,1-01525-0015,"229 East 79th Street, New York",New York,10075
13703,2033230022,3235 Grand Concourse,Bronx,10468
13704,2057030186,3052 Kingsbridge,Bronx,10463
13705,3050990068,145 East 18th Street,Brooklyn,11226
13706,2204770015,1040 Gerard Avenue,Bronx,10452
13707,3065800008,1402 West 4th Street,Brooklyn,11204
13708,3050970112,150 East 18th Street,Brooklyn,11226
13709,3051220021,150 East 19th Street,Brooklyn,11226
13710,4011320036,3131 54th Street,Queens,11377
13711,3086850010,3100 Brighton 3rd Street,Brooklyn,11235
13712,4011320036,3121 54th Street,Queens,11377
13713,3058720057,359 Ovington Avenue,Brooklyn,11209
13714,3050600008,55 Parade Place,Brooklyn,11226
13715,3050580007,25 Parade Place,Brooklyn,11226
13716,3036210001,7-29 hegeman avenue,Brooklyn,11212
13717,3047180036,505 ROCKAWAY PARKWAY,brooklyn,11212
13718,3047570001,660 EAST 98TH STREET,brooklyn,11236
13719,3059590073,219-223 78th Street,Brooklyn,11209
13720,3047180030,525 Rockaway Parkway,Brooklyn,11212
13721,2033430300,3411 Wayne Ave,Bronx,10467
13722,2033430245,3450 Wayne Ave,Bronx,10467
13723,3074400041,2970 Ocean Avenue,Brooklyn,11235
13724,4-03291-0080,150 Burns Street,Queens,11375
13725,1-00763-0008,347 West 39th Street,New York,10018
13726,1-01412-7502,188 East 78th Street,New York,10075
13727,1-00573-0043,24 Fifth Avenue,New York,10011
13728,4-00030-7502,5-43 48th Avenue,Queens,11101
13729,1-01586-0021,200 East End Avenue,New York,10128
13730,1-01238-7501,215 West 90th Street,New York,10024
13731,1-01869-7503,240 West 98th Street,New York,10025
13732,4-03292-0036,110-07 73rd Road,Queens,11375
13733,1-00573-0075,61 West 9th Street,New York,10011
13734,3-00164-7502,189 Schermerhorn Street,Brooklyn,11201
13735,1-01025-7501,200 West 54th Street,New York,10019
13736,1-00498-0007,561 Broadway,New York,10012
13737,1-00769-7503,200 West 20th Street,New York,10010
13738,1-00880-0042,330 3rd Avenue,New York,10010
13739,1-01121-0029,80 Central Park West,New York,10023
13740,1-01893-0032,370 Riverside Drive,New York,10025
13741,1-00179-7506,18 Leonard Street,New York,10013
13742,1-00212-7501,260 West Broadway,New York,10013
13743,1-00790-0001,61 7th Avenue,New York,10011
13744,1-00501-0028,101 Wooster Street,New York,10012
13745,1-01140-7502,2000 Broadway,New York,10023
13746,1-01252-0020,677 West End Avenue,New York,10025
13747,1-00506-0027,2 Charlton Street,New York,10013
13748,1-01473-7502,460 East 79th Street,New York,10075
13749,1-01556-0023,345 East 93rd St,New York,10128
13750,1-00562-0001,61 University Place,New York,10003
13751,1-00576-0049,15 West 12th Street,New York,10011
13752,1-00798-7502,170 West 23rd Street,New York,10011
13753,1-00871-0039,145 East 15th Street,New York,10003
13754,1-01143-0001,171 West 71st Street,New York,10023
13755,1-01165-0004,288-298 West End Avenue,New York,10023
13756,1-01165-7501,253 West 73rd Street,New York,10023
13757,1-01184-0019,277 West End Avenue,New York,10023
13758,1-01185-0001,33 Riverside Drive,New York,10023
13759,1-01590-0008,75 East End Avenue,New York,10028
13760,1-01874-0058,250 West 103rd Street,New York,10025
13761,4-11446-0012,84-10 - 84-20 153rd Avenue,Queens,11414
13762,1-01036-0014,325 West 45th Street,New York,10036
13763,1-01067-0008,457 West 57th Street,New York,10019
13764,1-01201-0029,271 Central Park West,New York,10024
13765,1-01207-0034,336 Central Park West,New York,10025
13766,1-01229-7502,219 West 81st Street,New York,10024
13767,1-01237-0001,600 West End Avenue,New York,10024
13768,1-01245-0019,465 West End Avenue,New York,10024
13769,1-01245-0047,110-118 Riverside Drive,New York,10024
13770,1-01251-7501,190 Riverside Drive,New York,10024
13771,1-01438-0001,301 East 63rd Street,New York,10065
13772,1-01892-0001,340 Riverside Drive,New York,10025
13773,1-01339-0012,333 East 46 Street,New York,10017
13774,1-00344-7501,50 Clinton Street,New York,10002
13775,1-01150-0056,164 West 79th Street,New York,10024
13776,1-01167-0061,336 West End Avenue,New York,10023
13777,1-01209-0037,12 West 96th Street,New York,10025
13778,1-01216-0044,128 West 86th Street,New York,10024
13779,1-01247-0037,302 West 86th Street,New York,10024
13780,1-01248-0001,140 Riverside Drive,New York,10024
13781,1-01334-0041,320 East 42nd Street,New York,10017
13782,1-01497-0044,68 East 86th Street,New York,10028
13783,1-01498-0014,25 East 86th Street,New York,10128
13784,1-01499-0051,40 East 88th Street,New York,10128
13785,1-01231-0001,490 West End Avenue,New York,10024
13786,1-01251-0001,180 Riverside Drive,New York,10024
13787,1-01251-0062,645 West End Avenue,New York,10025
13788,1-01336-0010,321 East 43rd Street,New York,10017
13789,1-01346-0014,333 East 53rd Street,New York,10022
13790,1-01162-0016,235 West 70th Street,New York,10023
13791,1-01507-0064,8 East 96th Street,New York,10128
13792,4-06669-0027,144-34 77th Road,Queens,11367
13793,1-01512-0052,144 East 84th Street,New York,10028
13794,1-01532-0015,233 East 86th Street,New York,10028
13795,1-01602-0009,9 East 96th Street,New York,10128
13796,1-01251-0037,186 Riverside Drive,New York,10024
13797,1-01361-0007,10 Mitchell Place,New York,10017
13798,1-01411-7502,170 East 77th Street,New York,10075
13799,1-01167-0064,330 West End Avenue,New York,10023
13800,1-01439-0001,301 East 64th Street,New York,10065
13801,1-01533-0022,245 East 87th Street,New York,10128
13802,1-01602-0013,17 East 96th Street,New York,10128
13803,1-01871-0020,233 West 99th Street,New York,10025
13804,1-01890-0024,875 West End Avenue,New York,10025
13805,1-01890-0040,310 Riverside Drive,New York,10025
13806,1-01497-0046,64 East 86th Street,New York,10028
13807,1-01499-0065,4 East 88th Street,New York,10128
13808,1-01512-0062,114 East 84th Street,New York,10028
13809,1-01892-0006,315 West 106 Street,New York,10025
13810,1-01894-7501,600 West 111th Street,New York,10025
13811,4-02140-0021,69-10 Yellowstone Boulevard,Queens,11375
13812,1-01602-7501,65 East 96th Street,New York,10128
13813,1-01210-0019,127 West 79th Street,New York,10024
13814,2-04545-7501,3035 White Plains Road,Bronx,10467
13815,1-01521-0051,150 East 93rd Street,New York,10128
13816,1-01523-0014,139 East 94th Street,New York,10128
13817,1-01524-7501,1235 Park Avenue,New York,10128
13818,1-01582-0005,515 East 85th Street,New York,10028
13819,2-05716-0500,2500 Johnson Avenue,Bronx,10463
13820,4-11431-0036,151-20 - 151-40 88th Street,Queens,11414
13821,4-11431-7502,151-15 84th Street,Queens,11414
13822,1-00897-0035,200 East 16th Street,New York,10003
13823,1-01328-0030,240 East 55th Street,New York,10022
13824,1-01892-0064,355 Riverside Drive,New York,10025
13825,1-01244-0063,90 Riverside Drive,New York,10024
13826,1-01832-0010,47 West 96th Street,New York,10025
13827,1-01836-0036,410 Central Park West,New York,10025
13828,4-11446-0050,86-29 155 Avenue,Queens,11414
13829,1-01887-0065,258 Riverside Drive,New York,10025
13830,1-00918-0001,201 East 37th Street,New York,10016
13831,1-01236-0001,580 West End Avenue,New York,10024
13832,1-01222-7501,165 West 91st Street,New York,10024
13833,1-02179-0156,186-196 Pinehurst Avenue,New York,10033
13834,1-00484-0001,515 Broadway,New York,10012
13835,2-05785-0268,3299 Cambridge Avenue,Bronx,10463
13836,4-01284-0015,37-31 73 Street,Queens,11372
13837,4-11446-0001,84-09 - 84-29 155th Avenue,Queens,11414
13838,1-01186-0001,50 Riverside Drive,New York,10024
13839,3-01170-0009,34 Plaza Street East,Brooklyn,11238
13840,1-01837-7501,418 Central Park West,New York,10025
13841,4-03099-0007,65-38 Booth Street,Queens,11374
13842,1-01507-0045,60 East 96th Street,New York,10128
13843,1-00091-7502,111 Fulton Street,New York,10038
13844,4-03322-0123,83-44 Lefferts Boulevard,Queens,11415
13845,1-00592-0066,136 Waverly Place,New York,10014
13846,4-01837-0012,87-10 51st Avenue,Queens,11373
13847,1-00467-0022,226-230 East 12th Street,New York,10003
13848,1-01507-0056,16 East 96 Street,New York,10128
13849,1-00561-7501,63 East 9 Street,New York,10003
13850,1-01226-7502,175 West 95 Street,New York,10025
13851,1-01443-0011,333 East 68 Street,New York,10065
13852,1-00791-0009,155 West 15th Street,New York,10011
